customer_message,amazon_reply
"@115821 You send faulty products, then send replacements and expect customers to arrange their own carrier for return. #Badcustomerservice",@705754 I'm sorry for this issue. Did you have a chance to look over our Returns Costs &amp; Methods: https://t.co/tIQd7OrSG7? ^DO
"Idiocy by @115850 
Your staff only delivered its competing product on Friday. I haven't even taken the first tablet for God's sake https://t.co/9KHaz75h8E",@258600 I'm sorry but I wasn't able to comprehend about your concern. Kindly be specific with your concern. ^SG
@115850 @AmazonHelp you guys are running late. U've to announce the winner for #OnePlus5TAppQuiz by 30th Nov. &amp; it's already 1st. https://t.co/Jzr3Bin4gA,@225813 Sorry for the delay in announcing the results. We're working on it. Stay tuned. ^NS
@119625 upload new bollywood movies.. #Simran #lakkhonmainek #daddy these are very good ..upload more intersting indian contant,@336784 We will continue to add new content. Keeping checking https://t.co/FYM9PIZOR8 1/2 ^SB
"Thanks to a slight overlook on my part, just paid $15 S/H on a $10 book. Said free shipping unless you overlook the automatically selected 2 day shipping that comes with an upcharge for non prime sellers.  Sure hope it ends up being a $25 worthy read. Thanks @115821","@696630 I'm sorry for the unexpected charge! We'd like a chance to look into this with you, and review options! Please reach out to us here: https://t.co/hApLpMlfHN ^WT"
@AmazonHelp Says out for delivery but it's been saying that since yesterday morning,"@639871 Have you had a chance to reach out to our Customer Support team: https://t.co/JzP7hlA23B? If so, what did we advise? ^ME"
"@115850 I ordered a product with extra money for guaranteed delivery on account of my wife's birthday, but you guys made me fool. https://t.co/WZJhN6NYUG","@200167 Apologies, Atul. Please contact our support team here: https://t.co/vlvfJr4nN9 and we’ll be glad to help you. ^NK"
"@AmazonHelp amazon you have the worst customer service I have ever experienced, why offer guaranteed next day delivery if you fail to do it",@385774 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM
"@AmazonHelp I spoke to the most stupid people ever today.  Ever, in my life.  There is not enough space here to explain what happened.",@290282 We'd like to help any way we can! Could you summarize what you called in for? I have enabled DM for you. ^KJ https://t.co/1XyLaGkcaN
@AmazonHelp No. I didn’t want a refund and have to rebuy my item at higher cost as it was a cyber Monday deal. I said I would wait a few more days.,@239373 Was this item sold by us or by one of our sellers here: https://t.co/Y5jpI9gRhE? ^MH
When amazon says they “attempted” to delivery your package but you know they’re lying bcus you’ve been at home specifically to not miss it,@491011 Oh no! Can you please clarify who the carrier was? ^BA
@115821 just refunded me the money for my secret Santa gifts but the orders still say preparing for shipment...,"@460491 That is odd, did you get an e-mail explaining why? ^KI"
"@AmazonHelp Filled &amp; received SAME old response - product is out of stock, which brings me back to my old question again, why was the order even taken in the first place if the product was not in stock? Is your inventory system also this BAD like your customer service?
@115850 @115851",@115849 I get your concern. Kindly share your insight by replying to the last email sent by our team for further assistance on this issue. ^RI
pathetic service by @115850  no proper reason is given for cancellation of order no 407-0209533-1666772 that too after making payment,@562938 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. (2/2) ^CB
@AmazonHelp you dont get it... a live google ad reflects one price and the website reflects another. Are you kidding me... nobody wants to buy the product but showing off how unethical you guys advertise...,"@200862 I understand your concern. Madhusudan. However, the prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive from our sellers. You may also visit this link: https://t.co/yQb39uNRsX for more information. ^MK"
@AmazonHelp Keep placing order for these 3 items and then I refresh and then it cancels the order https://t.co/FF6hP9pwub,@145526 I'm sorry to hear of this. Did you get an e-mail advising why the order was canceled? ^KI
"@115850 @115821 I ve replying to mails as well!! But wat i m getting is ""we r following up"". Please refund firsr and still u ll can follow up!! Two months gone and still in following up mode! Pls give a deadline!!","@621521 We're sorry for the experience you've had, Jayant. However, this being a social media platform, we'll not be able to access your account. So, I'd request you to kindly reply to the correspondence which you've received from our team for further assistance. ^SM"
"@AmazonHelp I called back today and wasn't given amy explaination, just ""click end chat and someone will contact you""",@512749 Please give us another chance to assist you. You can reach us by phone for quicker resolution: https://t.co/hApLpMlfHN ^KB
"@AmazonHelp That's a total Crap reply. Your ATS guys are thief and  should be put behind the Bars. Wat screening you do, why dont you handover them to Police or do a Police ref check before hiring. Pay money back cheaters","@669753 We are here to help you, Rachit. However, since Twitter is a social media platform we'd not be able to check/access your account details. Kindly respond to the email sent by the Social Media team &amp; we'll take this up further. Appreciate your understanding. ^EM"
@AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful.,"@119536 I'm sorry for the unpleasant experience, I'd like to look into this closely. Kindly drop in your details 1/2 ^AH"
@AmazonHelp Yes. It was ordered on Amazon.in,@365934 We would like to assist you. Please elaborate your concern here for better understanding. ^RW
"@115830 Bad overpackaging example.  Small phone battery, rattling in inappropriate large box.  Why ?#packagingwaste #save the planet https://t.co/CXLydKhBQj",@415254 Thanks for highlighting. Can you report it here: https://t.co/fxgZ6hTrFA? ^MC
@AmazonHelp Ordered from Amazon Warehouse Deals https://t.co/OkIqGIKFYn,@796606 We'd like to take a look over this order with you! Please reach out to us here for further assistance: https://t.co/hApLpMlfHN ^QJ
As I am resetting my password I can't even get code from u.  Tried like 1000 times but can't get a code 😣😣 @AmazonHelp,"@219314 Please connect with us here: https://t.co/vlvfJr4nN9, our team will reach out to you. ^SA"
"what's the point of free 1-day @115821 delivery if they try to deliver after my building is closed, don't try to call me on the call box, send me a delivery attempted notice, and then i have to manually schedule delivery 3 days after it was supposed to be here???",@726324 This is definitely not the delivery experience we want our customers to have! Could you share with us the carrier for this package so we can look into this further? ^AZ
@AmazonHelp I emailed you via the link you sent,@456012 Thanks for letting us know. Hope you have a great rest of your day! ^LI
@AmazonHelp I had placed an order a few days ago which I wanna replace. The problem is the order is vanished from the order section of my account. Help.,@130735 That's unusual! Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ?^SF
@AmazonHelp Can I make it so they deliver today?,@307415 They would redeliver tomorrow. ^PK
"@AmazonHelp At least daily the sound shuts off. Still does what it asked, indicator ring lights up, no sound. Only fixed by unplugging.",@532246 Please give us a call here: https://t.co/hApLpMlfHN so we can look into this with you in real time! ^TR
@AmazonHelp How many days will it take?,@220274 We've sent a correspondence to your registered email ID here: https://t.co/fYrzNInVt2. Kindly check. ^PS
@AmazonHelp I have send my details so many times....kindly do something...,@638313 I just checked and we haven't received your details yet. Kindly drop in your details in the link shared earlier and we'll contact you. ^GK
"@AmazonHelp Hey @amazonhelp Alexa just clueless on world presidents, has the president of Vietnam 🇻🇳 wrong now #smh",@317179 Thanks for letting us know! We'd like to look into this! What is the question you're asking and what is Alexa's response? ^TK
HI @115821 I have a query regarding delivery.,@446838 How can we help? ^KM
"Seriously disappointed with @115830 today, didn’t even get any notice, had to find out through twitter @AmazonHelp","@525268 Without posting personal or account information, can you tell us more about the issue? Have you contacted by phone? ^LI"
"Is @115821 sellercentral down in the UK? The site's telling me: You don't have access yet, but I logged in yest and I've been user for years",@420952 We'd like to look into this with you. Please reach out here:  https://t.co/JzP7hlA23B ^MT
@AmazonHelp not recived any mail from your __email__,@215322 I can confirm we have received your details and our team is working on it. We'll get back to 1/2 ^KH
@AmazonHelp I already replied,"@120469 Thanks for the update, we've received your reply to our correspondence. We'll get back to you at the earliest. ^SC"
@AmazonHelp Yep. And I've tried logging in and out of the account. Nothing seems to be working,"@523969 Hi, have you tried sending the content to your device again: https://t.co/3cOU5Aczo7 ^TS"
"@116618 have a membership, get on my iPad with the app , doesn’t let me watch anything.fix it",@377585 I'm sorry you're having issues playing Amazon Video. What happens when you try to watch something? Are you getting an error? ^AM
Not sure why @115821 keep ignoring my safe space request and leave packages at the front of my house which keep getting stolen!! #awfulservice,"@738297 I am very sorry to hear this Ashleigh. Can I ask, have you reached out to our customer service team so they can recktify this for you? Thanks. ^GA"
@AmazonHelp No signed up for it months ago yet this month I've been charged for it 3 times,@453975 How much were you charged 3 times? ^KM
@115830 hey! Want to add my gf to my echo dot. Can’t add her to my “household” because I have student prime and can’t share it - even though she has prime of her own. How do I do it?,"@234409 Thank you for contacting us. We are here to help! Make sure the person you're adding to your household is present, and then follow the steps provided in this link: https://t.co/nuMqsw0RLh Let us know if this helps! ^SC"
"@115850 can u please deliver order # 171-8074866-8954747 by tomorrow morning. I need to travel tomorrow, and need it before that.","@442366 I'm positive your order will be delivered. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.2/2^AR"
@AmazonHelp I've called at least 5 different times about packages not being delivered. Have given clear instructions on where to leave packages. How can you help me?,@794300 I'm sorry for the poor experience! We'd like to assist. What insight were we able to offer? Are you having a delivery issue with a current order as well? ^SJ
@AmazonHelp @115850 How do you claim the 10.or E 1+1 year extended warranty?,@712662 You may refer to the link here: https://t.co/jyH8zK1w4j on more details to claim 1 year extended warranty. ^PS
"@AmazonHelp https://t.co/6yCXwqMVkI

Which is not the product it said when I preordered",@312162 Thanks for confirming! What was the item you purchased? Which item is currently listed here: https://t.co/Y5jpI9gRhE? ^RA
@115850 Can I expect faster resolution from Twitter team at least.?,"@359077 Sorry it wasn't fruitful. Let us look into this, please share your details here: https://t.co/cQVomR1pWz. ^HA"
@AmazonHelp if I cancel an order can I get a refund?,@291195 Has the order already shipped?^CD
@AmazonHelp if I order a nintendo switch and games will it be prime same day delivery?? (I'm in the UK),@140838 It depends on your location and where the item will be dispatched from. Delivery date options are provided at checkout. ^BH
@115821 I love you but your delivery service is SHIT. Where the f*#% is my stuff? I’m sick of complaining with your (great) costumer service,@410870 We'd like to help. Do you need help with a current order? Will you please tell us more about what's going on? ^LA
"@AmazonHelp Yes, I'm talking to a representative again but I'm still super disappointed.. The call I made last night with you guys was useless",@448963 I'm so sorry your package was lost! Please keep us updated on the resolution. ^DG
@AmazonHelp thanx a lot got the funds,@293373 We're glad to know that your issue was resolved. Keep us posted for any further concerns. ^SQ
Thanks for nothing @115821 paid extra to get a package by today . According to customer service still hasn’t shipped and no idea when it will ship,"@714316 I'm so sorry for any trouble, Marie. We're here to help you in any way possible. What was the delivery date provided in your confirmation e-mail or at checkout? ^BL"
@AmazonHelp I have now updated my bank details. When can I next receive my payment ?,@373686 Our Seller Support team is in the best position to help. Please contact them for more information here: https://t.co/s7z3fNZPxO ^RA
@119625 I can't run  Amazon prime videos on my firetv stick without using Amazon prime app on my mobile. Why is that?,@428729 Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^CB.
"@AmazonHelp  bunch of useless. I was waiting delivery 4 today, been all day at home and I had an email saying delivery attempted no1 at home",@174685 Thanks for reaching out! I'm sorry we missed you for your delivery. We will attempt the following business day to reach you. ^TM
@AmazonHelp Amazon logistics is the carrier. Do you want the tracking number so you can see whats wrong with the tracking information?,"@276098 Hello, we do not have access to your account/order details via twitter. Please reach out to us here so we may look into this for you: https://t.co/JzP7hlA23B ^CR"
@AmazonHelp Everytime i tweet i get a link and i filled the details but there is not any solution given to me till date.,"@182716 If you've shared your details, you should've received a correspondence from us. Kindly check: https://t.co/8DAc10S7ww ^AK"
@AmazonHelp Had to buy the audio bit again. Weird. Also very confused by the audible v kindle options. Kindle audio SO much cheaper!,"@191315 Sorry to hear that, could you contact us here: https://t.co/JzP7hlA23B we'd hate for you to have double paid ^AS"
@AmazonHelp hello i got a charge on my bank account for 888 dollars??? im so confused i need this to be fixed,"@397850 We don't have access to your account on Twitter, but want to help. Have you contacted us via phone: https://t.co/hApLpMlfHN? ^KB"
"@AmazonHelp i sent an email with all the details, i check my order there is nothing i buy it by mistake","@367388 We don't have access to customer accounts via Twitter. For a quicker response, please reach out to us via phone/chat. ^BH"
"@AmazonHelp If it doesn’t come by then, what will happen? I need to today and ordered it on prime.","@445655 If it doesn't arrive, we're happy to look into all available options at: https://t.co/hApLpMlfHN ^LI"
"@AmazonHelp Can I use my Echo as a Bluetooth speaker for my PC? If so, how? I can connect it via Bluetooth to my PC but it won't play the PC's audio...","@553062 Hi, we'd recommend that you contact us directly for troubleshooting advice via this link:  https://t.co/JzP7hlA23B ^KI"
"@115821 @115850  @AmazonHelp  I tried to order 1300 worth books and now you guys are charging 1200 rupees for deliver so total 2500? really amazon? Can you resolve this issue? and i added pay balance of 1300, in order to resend to my bank, you said you will take 10 days. Help","@737998 I'm sorry to see you disappointed, call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this checked. ^MJ"
"@AmazonHelp order no 408-3911896-2329100. Chose Prime, promising delivery in 2-4 days, but delivery extended to 28th. Disappointed","@369812 We're sorry about the stretch with your order, Siddharth. Please report this here: https://t.co/vlvfJr4nN9. We'll check. ^HK"
it’s annoying when i get 2 day shipping from @115821 and it’s been 4 days and i haven’t got my package and can’t track it.....🙄,"@363318 Two-Day Shipping refers to the time taken to arrive, in business days, once shipped. Details here: https://t.co/DmjbiDQX9v ^BV"
Hey @115850 are you intentionally moving all grocery items to Pantry to block free shipping for Prime customers?,@128484 That is certainly not the case. I'll ensure to share your comments internally to work on. ^CB
"""Inspired by your browsing history"". Thanks @115830. https://t.co/H0EdKZ6e7m","@415056 That's ""for the birds""🐦 If you can ""fly over"" here: https://t.co/tkLCr7DNil and complete the form, we may have a surprise ☺️ ^PK"
@AmazonHelp Bank is telling that they didnt get emi request from amazon.. my due date for credit card bill is 16th october.. what should i do?,"@296318 here: https://t.co/beaaDm0muc, we'll get back to you soon. 2/2^AP"
"@115830 hiya, updated my delivery to come faster (from standard to one day but changed my mind and am going for express delivery).  and you've charged me twice - could you just charge me once to upgrade my delivery? it's been 5.99 then again 6.99 :/",@187258 Please give us a ring here: https://t.co/JzP7hlA23B so we can look into this with you as we do not have account access here. ^TR
@AmazonHelp Account blocked cause of wrong billing info. Got told to send a Fax with bank statement to unblock. A fax? I am back to the 90s?,"@372472 Hey! I'm sorry for the inconvenience. Please contact us here so we can help resolve this with you: https://t.co/hApLpMlfHN
^MO"
@AmazonHelp i ordered early on wednesday and it said it would be there on friday by 8pm,@363318 Oh goodness! Please reach us via phone/chat so we can look into this and go over available options: https://t.co/EKXRLsnxJu ^BV
"@AmazonHelp Hi, I was asked for a credit card statement. I uploaded it more than 24 hs ago and still no news for my account reinstatement.","@665654 Hi, it can take btwn 24-48 hrs to reinstate. Have you checked your Spam/Junk folder for  emails from the Account Specialists ? ^TD"
@115850 has failed to live upto the guaranteed delivery day promise as always .. crappy reasons all the time!!,@192280 We are sorry for letting you down. Do contact our customer service team here: https://t.co/vlvfJr4nN9. ^SI
@115821 I am having trouble downloading an auto rip of a cd I recently purchased can you help?,"@775971 Hi, we're here to help if we can! Are you getting any error messages or codes? For best assistance, we'd also like to know what type of device you're trying to download the mp3 to. ^CS"
"@AmazonHelp It was supposed to arrive, yesterday. Since apparently nobody cares to do anything about getting it delivered today, I have to resort to purchasing elsewhere, again.",@249652 Who was the carrier listed for this order? You can find this within your order details here: https://t.co/Y5jpI9gRhE ^WM
"The incompetence of @115830 and @AmazonHelp increases exponentially. Having had the items returned, INSTEAD of refunding me, they've only gone and made 'a replacement order'! This is after my son went to Tescos after Amazon's constant failure to supply the item we pre-ordered.",@469296 Sorry to hear about your order issues. Please reach us on: https://t.co/JzP7hlRCV9 so we can look into this further. ^ES
"@AmazonHelp - Order No 407-6706063-7981118. God know when will you guys delivery. Terrible Service, no one knows the status.","@383173 Sorry about the delay, Pravin. Please connect with us here: https://t.co/HQhpS2qeEd and we'll check this for you. ^MS"
@AmazonHelp @118919 Not received refund even after 10 days of regular calls and emails 2 the customer care for ID171-7843961-0017163,"@415888 Also, as this a social medial platform, please don't provide order details. We consider it personal information. ^HR"
Not impressed with your customer service @115830 25 mins on the phone to sort...,"@689654 Hi Clayton, were you able to get a resolution organised with us? ^PJ"
@AmazonHelp Yes did every thing no use. Till yesterday was working fine. Pls do nedd full &amp; update me the status 🙏,"@126369 Dinesh, please delete the cookies and try uninstalling and re-installing the app. ^MS"
@AmazonHelp Yes i reverted but there is no resolution from uy side which will solve my problem,@127178 Thanks for writing back to us. We're currently working on your issue We'll contact you with an update soon. ^ZH
Hey @115830 This wireless charger I ordered sure looks different from the photo. #soapdispenser https://t.co/SZBIotwjcN,"@568477 Oh no! I'm sorry about this, Rory! We want to be sure you receive exactly what you ordered. When you have a moment, please check out this link for information on how to return an incorrect item: https://t.co/fm1fjnMiEx  ^SM"
"@115850 
I ordered this product under 10% (citibank) cashback offer. [[ASIN:B01N9J9N6A Redmi 4 (Black, 64GB)]] . I still not have received the cashback money. Can you please look into this?
Order# 171-5655347-6302767","@665572 I’m sorry about the delay in cash back. Please reach out to support team here: https://t.co/vlvfJr4nN9. We’ll look into it. Also, Please don’t provide your order details as we consider them to be personal information. Our Twitter page is visible to public. ^SB"
@AmazonHelp what the hell why do I wait more than a week for my package for me to get an email saying that it’s “undeliverable”,@334018 Oh no! We'd like to help in any way we can. Who's the carrier listed here: https://t.co/Y5jpI9gRhE Please keep us posted! ^NM
@AmazonHelp  bloody hell take the details from hea n check it now,@182223 and we'll get back to you soon. (2/2) ^VR
"Ordered Furbo last night.  Set up and working this morning.  Thanks, @115821.",@614775 You're welcome Heather 😊 ^ES
@299659 @115850 Yes amazon is bad as far as customer relations r concerned. I haven't got a proper reply to a query regarding a watch I got over a year ago,@365198 Sorry for the unpleasant experience with us. Could you let us know what went wrong so that we can assist accordingly? ^SQ
"@AmazonHelp great feck indean Festival, https://t.co/DgHnZgx5bB",@169501 Pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer 1/2 ^PS
"@AmazonHelp I keep getting error 1079. I can stream off of other apps like Netflix, hulu, and Crunchyroll with no issue. Amazon is the only issue.","@255127 That's strange, please report this to our support team here: https://t.co/eSItkOtvNd and they'll check this for you. ^VN"
"@115850 On 25th sept, I have received  64 gb samsung memory card but its a faulty one. On 26th, I have sent a request for replacement but nothing has happened since then. I demand a swift action. Bill order is  408-9130123-3589128","@169973 I've responded to your tweet here: https://t.co/Tw5UsNt07H, ^NR 1/2"
@AmazonHelp 23 hours and I haven't heard from your side. How long do I have to wait? Lifetime?,@219445 May I know if you have checked the correspondence here: https://t.co/DTSNmGldJf? ^BS
@AmazonHelp This one is the last correspondence from you.  Wondering why it's taking so long to solve the problem? https://t.co/vhxyKQANYk,"@330826 Please don't provide your order details,we consider it to be personal information. Our page is visible to the public.^PJ(2/2)"
@AmazonHelp Just because I got a faulty phone piece,@199973 We'd appreciate your understanding. 2/2 ^MA
@AmazonHelp Yeah that took me to my Amazon. I ordered it on hers :( N I can't get ahold of her.,"@630058 Oh no! Please reach out to the primary account holder and let her know to contact us directly, so we can look into this. ^LH"
@AmazonHelp *sigh* another simple issue another ball dropped three times. No simple solutions even to simple problems with amazon customer support. No progress from last time,"@275061 I'm sorry to hear this. Without posting personal or account information, can you tell us more about the issue? ^LI"
"@115850 
Please find both the screenshot . the payment has been debited from my account.
https://t.co/EysNj4C3IV
https://t.co/7hmjxlyEun",@216561 I apologize for the trouble you've had to face. Request you to connect with 1/2 ^SK
Amazon India site down? @115850,"@779477 Our website is working fine, Guarav. Is there any specific error you're facing while accessing our website. Do keep us posted. ^SV"
@AmazonHelp Till yet received no status from your side.. better to switch to some other option rather than #false and #cheatingcompany @115850,@215016 An email has already been sent with a reply. Kindly check it from the link shared here: https://t.co/NTkrxpsbHJ ^HR
@115850 @115850 Now the shopping experience is getting worsen day by day. No refund after 12 days from return. No response for wrong delivery.,@416000 Our apologies for any trouble. We'd like to know more about this and assist. (1/2)
#Amazon .I returned jeans on 3 October..but till I haven't received my cash back...It's very disappointing.. My bill no 69956388250,@305265 That's unusual. Let me check this out for you. Please drop your details here: (1/2) ^VM
@AmazonHelp None apply to what I’m talking about,"@133528 Two-Day Shipping is transit time, in business days, after an order ships. Not all items are available to ship right away. ^GM"
@AmazonHelp Made a lot of progress https://t.co/x1QV7ImBCX,"@229467 Deliveries can run until 21:00 hours, so if you don't receive parcel after that time, reach us via Chat/Phone/Email: https://t.co/Q7Ftz6nj80 Keep us updated! ^FR"
@AmazonHelp Sold by champion toys and fulfilled by amazon,"@811066 Hey Ian, we can't see your account info here on Twitter. When you can, please contact us here: https://t.co/aaDyEz1VgE and we'll have a look there for you.^MA"
@115850 It shows No Cost EMI available on #MotoG5sPlus under the EMI Fest sale but on adding to the cart i didn't see any bank offering a No Cost EMI for it? So do u really have a No Cost EMI on that phone or u r just fooling around @951,@426854 Thanks for flagging it to us. We've escalated this issue internally for a review to assist you further. ^AR
"Why does Amazon tell me that the package will get here in two days, but it doesn't. Secondly, it went out for delivery in my town at 10:35AM, and it is now 4PM, and still not here... Come on @115821","@817517 Have we missed the expected delivery date that was given in your order confirmation e-mail? Also, some carriers deliver as late as 10pm so please keep us updated on the arrival! ^KH"
@AmazonHelp I will not. I’ve already talked to someone. I’m sure y’all will be no help just like the person I talked to was.,@799756 I'm sorry about the poor experience. We would like the chance to assist you with this. Please contact us at the link provided above so we can take a look for you. ^MI
@AmazonHelp USPS. It is listed as in my town. But as a prime order it was supposed to be ere yesterday; now it says if not here by 10/25 to call????,@326822 The carrier may be able to provide further insight. Their contact info can be found here: https://t.co/MWtwPgUvef ^AB
@AmazonHelp So if I order a soft toy like a Teddy bear that would be fine and reach India safely.,@255941 It will be displayed at checkout if the item is eligible to ship to India. Do you have a link to the item you're purchasing? We'll be glad to help!^CN
If i paid for two day shipping then why is it gonna come six days later? @AmazonHelp https://t.co/AxRnVkRkHK,@315599 Two-Day Shipping refers to the transit time in business days once the item ships. More info here: https://t.co/YfYizD0Xzc ^VS
@AmazonHelp Tried to register on Seller Central UK but keep getting this message. Tried multiple devices. https://t.co/cFSU0rdGBP,"@218891 Oh no! Have you had a chance to report this to our Seller Support team? If not, reach out here: https://t.co/JzP7hlA23B ^ME"
@115851 @144771 @115851 dropped a mail to complain on how customers are treated by Amazon in India. India needs atten. if Amazon wishes to succeed here,@337247 Looks like you've had a bad experience. Could you kindly let us know what went wrong? We'd like to look into it. ^NS
"@AmazonHelp When I tracked it at 8, it still said it would be delivered. Now it’s like this. https://t.co/Al2eQOZhSr",@316810 Thanks for the info. Please let us know if your order has not arrived by the 14th. ^GG
@AmazonHelp Thanks! It just told me it shipped. Thanks for the quick reply.,@780733 It's our pleasure. Please let us know if there's anything else we can do to assist. ^FJ
@AmazonHelp 404-7174115-8804331 my order cancel without any intimation. I want it as per schedule. This is 3rd time bad experience pls solve,@716344 Every canceled order is followed up with an email explaining the reason why. Request you to check the same. 1/2 ^MM
"@AmazonHelp just wondering what the cut off time is for deliveries from Amazon’s own delivery service. I was to receive my package today, but it’s close to 10pm already. Thx","@141439 If you don't receive your package by the specified time and we haven't given any updates, reach out to us here: https://t.co/Q7Ftz6nj80 We'd be happy to look into your order in real-time. ^SK"
@AmazonHelp You don't really want me to go there.,@385951 I couldn't comprehend much of your issue. Could you please elaborate so that we can assist you accordingly? ^VH
"@AmazonHelp Did as asked, been exactly 1 month since proper update as to wen if ever ill c my package? Been more than 3days since assurances on Twitter by @133929 to get back, hrs turns into days,frget delivery, I wuld even settle for tiniest info if any can b given,plz give some update https://t.co/JVNcTtyY8h",@147812 Thanks a bunch for sharing your details. We shall reach out to you at the earliest. Keep a close eye on your registered e-mail. ^CB
@AmazonHelp Thanks.  I will be exchanging it ASAP.,@329014 No problem! Have a great rest of your day! ^AD
... what am I paying amazon prime for...  when will my figs be free... https://t.co/x6tXnCa7SU,@210049 I'm sorry for the delay. We want to make sure your order arrives by the 28th at the latest. Please keep us posted on your delivery. ^KP
@115830 is this an acceptable place to drop a parcel? Just dumped in my recycling box https://t.co/M2wOcBpDCx,"@255813 Sorry to see that, Jonathan. Can I ask if you have a safe place instruction set up on your account? More info on that here: https://t.co/UJvRcBzcRu ^TI"
@AmazonHelp Thanks yes I’d already seen that but I thought you usually extended the normal return period coming up to Xmas??,"@720620 Items shipped by https://t.co/nUUp5MLhYl between November 1 and December 31 of this year, may be ^EM 2/2"
@AmazonHelp Called and talked to customer care he is saying to send the pics. But there is no option to attach a pic. Pls provide the required email id,"@208332 If it still doesn't help, you may write us, here: https://t.co/vlvfJr4nN9. (2/2)^YP"
@AmazonHelp U dnt understnd my concern. Does @115850  has any non dumb executive who may intelligently resolve the issue.,@309587 here: https://t.co/GIJyeYqKE0 and we'll reach out to you with an update. (2/2)^SQ
"@AmazonHelp Not at all. They said it was out on delivery, then pushed back delivery. I checked tracking, apparently it was still in facility.",@518271 I'm sorry for the delay! Late orders usually arrive within 1-2 business days. Let us know if you don't receive it soon! ^SB
"@AmazonHelp Yes you missed delivery day .your delivery executive reply ""Delay for customer request"" in track ment status whtr i am not received a call",@215714 Have you reported it to the support team here: https://t.co/TxK11znixD ^HR
@115850 the amazon agent AmzAgent(9108466285) number is not valid and is not in service.,@281839 I understand your concern regarding the delivery associates contact number. Have you reported this to our support https://t.co/vlvfJr4nN9? ^AH
"@AmazonHelp how can a carrier claim attempted delivery when not only was I home, no attempt was made to contact???",@258001 We're sorry to hear you haven't received your order yet. Who is the listed carrier for the order: https://t.co/Y5jpI9gRhE ^WM
"@AmazonHelp No details for the change  It went from out for delivery to a ""delivery"" notification that says I can pick it up. When are you guys going to switch to robot delivery people so I don't have to be continually let down by the postal service? https://t.co/XnOeT1QEL3","@340616 ¡Buddy! We are really sorry to hear that. Have you by any chance, tried to contact the carrier? Here is a link to their phones number and contacting information: https://t.co/meqnr4QIaC As an alternative, you can always contact our Customer Service support. ^CB"
"@AmazonHelp My package says it was delivered, but...it wasn't. I've clicked like 70 things on the website and can't find help. 0_0 Help!",@316896 I'm sorry! I'd like to help! Can you tell us who the carrier was? You can view it here: https://t.co/Y5jpI9gRhE ^TK
"@AmazonHelp Customer service make guarantees they can't keep, and I cycle through a rude associate and one that just sends fairly canned responses.",@433135 Do you need help with a current order? Please tell us more about the reason you called. We'd like to try to help. ^CO
@AmazonHelp I just spent two hours dealing with cust serv about being charged for prime out of the wrong acct. Nobody could help me! So frustrating. Worst cust serv ever! Not worth keeping my prime,"@686210 I'm sorry for the poor experience, Nicole! We'd like to help! When you spoke with us, what options or insight were we able to provide?

Without providing account info, can you tell us more about the problem you're facing? ^WT"
"@115850 @115821 Again same status for new order 
Order ID : 407-0699215-0242735
Now what should i do?","@403544 don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^AR"
@AmazonHelp price and delivery charge issue and my number is block by your system ..,"@412878 I'm sorry for the inconvenience in delivering your order, write to us here: https://t.co/GIJyeYqKE0 1/2 ^MJ"
"@115850 pathetic delivery service and rude behavior by Amazon customer care , returned my order without even notifying me. Disappointing https://t.co/Q8E3dMq9hS",@320517 a new order and we'll ensure smooth delivery. (3/3) ^ST
"@115821 @120692 
Please refer my previous tweets and I request to you to please look into the matter and refund my money https://t.co/neBgFgja9C",@120691 we consider it to be personal information. Our page is visible to the public. 3/3 ^AH
"Can’t believe @115830’s response to me asking why my Xbox One X hasn’t been despatched yet. “If you’re not happy with it, cancel”",@662806 Apologies for the poor experience. This is not the service we expect. What's the latest tracking - https://t.co/Jr1kcqQUJY ^TP
I have 9 devices registered with my Echo so why can't I create any Scenes with them? @115833 https://t.co/bRzJ87YTbC,@122915 Hi Mike- What seems to be the issue? ^NV
@AmazonHelp Done. Sent from __email__,"@775308 I have checked and can confirm that we haven't received your details. Kindly submit your details using the link provided earlier. Also, please don't provide your account details, we consider it to be personal information. Our page is visible to the public.^GD"
@119625 You can get a one up on @15462 if you can let users customize their library.,"@188586 Thank you for your suggestion, we'll forward this to our team internally for a review. ^SI"
"@AmazonHelp @115851  Pathetic Amazon services.
This was ordered for someone's birthday especially and Amazon ruined the whole surprise. https://t.co/vPnOuG46DT","@414784 Please don't provide your order/account details, we consider it to be personal info. Our page is visible to the public.^KA"
"@AmazonHelp Not ""one"" multiple. This was today. I could see the driver delivering but I guess it got too late to come over. https://t.co/Ga4yKJYlL2","@240699 I'm sorry for the delay with this order. Please let us know if you don't receive it by December 5, 2017. Keep us posted! ^MO"
